읍면동명,투표구명,선거인수,투표수,민생당,미래한국당,더불어시민당,정의당,우리공화당,민중당,한국경제당,국민의당,친박신당,열린민주당,코리아,가자!평화인권당,가자환경당,국가혁명배당금당,국민새정당,국민참여신당,기독자유통일당,깨어있는시민연대당,남북통일당,노동당,녹색당,대한당,대한민국당,미래당,미래민주당,새누리당,여성의당,우리당,자유당,새벽당,자영업당,충청의미래당,통일민주당,한국복지당,홍익당,계,무효투표수,기권수
,영광읍제6투,309,188,11,8,109,9,0,25,2,3,1,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,181,7,121
,영광읍제7투,417,221,18,7,113,17,1,33,0,5,0,6,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,206,15,196
,영광읍제8투,2159,879,41,44,483,82,0,66,4,33,0,44,1,1,2,5,0,0,9,0,1,2,5,0,0,0,1,3,0,0,1,1,1,0,1,2,3,836,43,1280
,영광읍제9투,1150,536,21,24,330,37,3,43,4,13,2,32,1,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,1,1,0,0,2,1,1,0,2,525,11,614
백수읍,소계,4048,2522,124,80,1519,148,24,211,14,50,12,90,4,1,7,10,1,3,20,3,0,4,9,2,2,0,9,2,0,0,0,3,0,0,5,2,4,2363,159,1526
,관내사전투표,1093,1093,52,30,662,77,6,91,2,23,3,45,1,1,2,4,0,0,13,3,0,2,6,1,0,0,3,1,0,0,0,1,0,0,1,0,2,1032,61,0
,백수읍제1투,543,222,8,12,127,12,3,24,1,4,2,9,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,210,12,321
,백수읍제2투,982,473,23,19,298,22,6,29,3,6,4,11,0,0,2,1,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2,0,437,36,509
,백수읍제3투,798,416,24,16,236,22,5,36,4,8,2,15,1,0,2,2,0,3,1,0,0,0,1,0,2,0,1,1,0,0,0,2,0,0,1,0,1,386,30,382
,백수읍제4투,632,318,17,3,196,15,4,31,4,9,1,10,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,298,20,314
홍농읍,소계,5356,3421,159,217,1804,247,17,267,9,178,11,222,5,3,6,16,4,4,25,2,4,4,3,1,4,5,7,5,7,2,4,17,2,0,5,3,7,3276,145,1935
,관내사전투표,1701,1701,72,109,908,126,4,129,1,90,4,150,2,0,2,4,1,0,8,2,3,1,0,0,0,1,1,1,5,0,2,10,0,0,1,0,3,1640,61,0
,홍농읍제1투,870,329,28,12,179,17,6,29,1,5,2,14,1,1,1,3,2,1,5,0,1,0,0,0,1,0,0,1,2,1,0,2,2,0,1,1,1,320,9,541
,홍농읍제2투,285,161,10,6,90,7,0,15,1,8,1,5,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,152,9,124
,홍농읍제3투,403,201,5,6,116,5,2,29,4,1,0,1,0,2,0,0,1,0,1,0,0,1,0,1,1,0,2,0,0,1,1,1,0,0,2,0,1,184,17,202
,홍농읍제4투,646,330,12,12,209,19,2,16,1,9,2,13,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,308,22,316
,홍농읍제5투,1451,699,32,72,302,73,3,49,1,65,2,39,2,0,0,8,0,2,7,0,0,1,3,0,0,3,3,2,0,0,0,2,0,0,1,0,0,672,27,752
대마면,소계,1510,981,47,30,459,68,3,205,8,21,2,37,2,2,3,5,0,2,4,0,0,3,1,1,1,1,2,0,3,0,0,2,2,0,4,1,3,922,59,529
,관내사전투표,484,484,22,13,231,35,3,103,3,12,1,23,1,0,2,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,461,23,0
,대마면제1투,697,317,12,10,136,23,0,77,4,6,0,8,1,1,0,2,0,1,2,0,0,2,0,0,0,1,1,0,2,0,0,1,1,0,1,0,1,293,24,380
,대마면제2투,329,180,13,7,92,10,0,25,1,3,1,6,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,168,12,149
묘량면,소계,1502,1067,62,26,607,86,14,77,3,32,1,45,2,1,3,6,2,0,9,0,2,1,2,0,1,0,3,1,1,0,1,1,2,1,2,1,3,998,69,435
,관내사전투표,564,564,28,12,336,52,4,40,2,20,0,28,1,0,2,3,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,1,0,2,539,25,0
,묘량면제1투,518,263,18,10,124,18,5,25,1,7,1,8,1,0,1,1,0,0,8,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,234,29,255
,묘량면제2투,420,240,16,4,147,16,5,12,0,5,0,9,0,1,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,225,15,180
불갑면,소계,1235,864,50,31,521,57,5,41,1,16,3,58,1,0,5,1,0,0,17,1,0,1,0,0,0,0,1,1,2,0,1,1,1,0,4,0,4,824,40,371
,관내사전투표,459,459,22,12,286,34,2,27,0,10,0,33,1,0,2,0,0,0,10,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,446,13,0
,불갑면제1투,511,267,17,15,159,16,2,6,0,4,2,19,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,254,13,244
,불갑면제2투,265,138,11,4,76,7,1,8,1,2,1,6,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,124,14,127
군서면,소계,2167,1425,70,53,806,74,12,113,10,42,7,85,3,0,3,4,3,3,7,1,2,3,6,0,1,0,4,2,6,2,2,2,3,0,1,4,8,1342,83,742
,관내사전투표,736,735,32,30,385,37,3,76,3,30,3,58,2,0,1,3,1,2,5,0,2,3,6,0,0,0,3,2,4,1,1,1,1,0,0,2,5,702,33,1
,군서면제1투,688,318,16,6,203,17,2,19,4,7,1,14,0,0,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,301,17,370
,군서면제2투,743,372,22,17,218,20,7,18,3,5,3,13,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,2,339,33,371
군남면,소계,2173,1462,79,46,832,86,11,111,12,29,7,65,1,0,6,4,3,0,5,1,0,1,6,0,1,0,6,1,3,0,0,1,8,2,3,2,4,1336,126,711
,관내사전투표,697,697,40,17,412,46,3,45,4,15,0,46,1,0,2,2,1,0,2,1,0,0,4,0,0,0,3,0,1,0,0,0,0,0,1,1,2,649,48,0
,군남면제1투,631,280,15,10,162,14,2,23,1,4,0,8,0,0,2,2,2,0,1,0,0,0,0,0,0,0,2,1,2,0,0,1,1,1,0,0,1,255,25,351
,군남면제2투,353,209,9,7,121,8,3,18,5,6,4,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,1,0,1,195,14,144
,군남면제3투,492,276,15,12,137,18,3,25,2,4,3,9,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,237,39,216
염산면,소계,3596,2316,162,60,1327,125,18,186,12,42,11,99,1,2,3,5,1,2,23,2,1,2,2,3,1,1,7,0,4,4,1,4,3,2,4,4,14,2138,178,1280
,관내사전투표,1182,1182,85,25,686,65,9,96,3,17,3,69,1,2,2,3,1,1,7,2,0,2,0,1,1,0,3,0,2,1,0,1,1,0,1,2,6,1098,84,0
,염산면제1투,937,375,17,19,233,19,3,16,3,11,0,9,0,0,0,1,0,0,7,0,1,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,3,348,27,562
,염산면제2투,586,310,21,7,151,13,3,47,3,6,3,7,0,0,0,0,0,0,4,0,0,0,1,1,0,1,1,0,0,1,0,3,0,2,0,0,2,277,33,276
,염산면제3투,456,253,17,4,161,15,1,15,2,5,3,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,239,14,203
,염산면제4투,435,196,22,5,96,13,2,12,1,3,2,7,0,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,176,20,239
법성면,소계,4559,2735,134,88,1692,163,15,178,8,72,5,140,3,1,8,12,0,0,14,4,1,2,7,0,4,0,4,3,5,2,2,8,8,0,6,4,7,2600,135,1824
,관내사전투표,1261,1261,57,38,802,81,3,71,2,40,2,78,1,1,1,4,0,0,4,1,1,0,5,0,2,0,2,1,3,1,0,3,3,0,1,0,1,1209,52,0
,법성면제1투,1455,599,34,24,374,40,5,15,3,17,1,27,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,2,2,0,556,43,856
,법성면제2투,415,197,10,7,125,9,0,8,0,7,0,10,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,0,1,188,9,218
,법성면제3투,430,204,12,4,121,10,0,22,2,4,2,9,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,197,7,226
,법성면제4투,637,310,13,8,186,15,7,42,0,2,0,11,0,0,2,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,294,16,327
,법성면제5투,361,164,8,7,84,8,0,20,1,2,0,5,0,0,2,4,0,0,5,0,0,1,0,0,0,0,1,1,1,0,0,1,2,0,1,0,2,156,8,197
낙월면,소계,440,249,14,6,150,31,2,6,0,9,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,236,13,191
,관내사전투표,52,52,2,2,28,10,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0
,낙월면제1투,152,35,5,0,19,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,1,117
,낙월면제2투,97,57,4,1,37,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,5,40
,낙월면제3투,139,105,3,3,66,12,1,3,0,5,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,102,3,34
잘못 투입·구분된 투표지,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
합계,,27107,18123,2421,722,9797,1281,111,424,27,447,41,916,24,31,17,93,12,16,146,10,8,23,32,7,15,13,62,18,37,10,5,19,17,7,48,18,45,16920,1203,8984
거소·선상투표,,206,189,23,6,138,7,0,1,1,1,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,186,3,17
관외사전투표,,1413,1413,156,79,715,134,4,25,2,56,3,112,5,2,1,5,0,2,7,2,0,0,13,0,0,1,6,2,4,1,1,2,0,0,1,1,0,1342,71,0
재외투표,,77,25,2,6,12,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,52
재외투표(공관),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진도읍,소계,8440,5585,803,213,2998,425,18,162,6,151,19,349,5,2,5,37,3,1,31,3,1,13,8,1,4,4,19,6,19,2,0,3,1,0,13,1,6,5332,253,2855
,관내사전투표,3075,3075,414,117,1674,228,5,100,3,85,13,214,4,1,3,19,1,0,13,2,0,5,2,1,2,1,12,4,6,0,0,1,0,0,7,1,2,2940,135,0
,진도읍제1투,2229,1067,170,40,555,86,5,22,2,34,0,59,1,1,0,6,1,0,3,0,1,4,5,0,1,3,2,2,8,0,0,0,1,0,4,0,3,1019,48,1162
,진도읍제2투,2409,1086,163,46,573,85,5,30,0,28,3,61,0,0,1,11,1,1,12,0,0,3,1,0,0,0,4,0,5,2,0,2,0,0,1,0,1,1039,47,1323
,진도읍제3투,727,357,56,10,196,26,3,10,1,4,3,15,0,0,1,1,0,0,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,334,23,370
군내면,소계,2647,1797,235,73,949,140,14,52,6,54,3,102,1,2,3,8,1,3,15,0,0,1,0,1,0,3,5,0,3,3,1,2,0,3,5,6,8,1702,95,850
,관내사전투표,810,810,112,27,421,70,6,27,3,19,2,64,0,0,0,2,0,2,5,0,0,0,0,1,0,1,2,0,2,0,1,0,0,2,1,3,2,775,35,0
,군내면제1투,554,280,39,11,140,20,1,8,1,9,0,14,1,1,0,2,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,256,24,274
,군내면제2투,687,357,43,20,193,28,5,10,1,12,0,13,0,0,1,1,0,0,4,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,3,1,0,341,16,330
,군내면제3투,596,350,41,15,195,22,2,7,1,14,1,11,0,1,2,3,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,6,330,20,246
고군면,소계,3081,1981,287,80,1091,135,16,37,3,34,5,90,2,0,1,10,2,2,12,2,0,2,2,3,1,0,6,2,3,1,1,0,0,0,5,1,6,1842,139,1100
,관내사전투표,831,831,114,32,468,55,3,20,2,14,2,43,1,0,0,1,1,0,5,1,0,1,0,2,0,0,3,1,1,0,1,0,0,0,2,1,3,777,54,0
,고군면제1투,782,346,39,11,203,29,2,5,0,6,1,15,1,0,1,2,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,320,26,436
,고군면제2투,730,390,80,21,177,32,7,4,0,7,0,14,0,0,0,5,1,2,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,358,32,340
,고군면제3투,738,414,54,16,243,19,4,8,1,7,2,18,0,0,0,2,0,0,4,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,2,0,2,387,27,324
의신면,소계,3098,1983,312,84,1065,110,14,35,4,42,5,91,1,3,2,7,2,2,11,2,1,4,2,2,3,2,7,2,2,3,0,4,0,0,7,6,4,1841,142,1115
,관내사전투표,884,884,150,28,464,49,10,19,1,18,1,49,1,0,0,4,0,1,6,2,1,2,0,0,1,0,1,1,1,0,0,0,0,0,2,2,1,815,69,0
,의신면제1투,876,410,63,23,213,26,2,8,0,9,1,20,0,3,0,0,0,1,2,0,0,1,0,1,1,1,1,0,1,1,0,2,0,0,1,1,1,383,27,466
,의신면제2투,481,247,24,15,143,17,1,3,2,5,1,6,0,0,2,2,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,2,231,16,234
,의신면제3투,857,442,75,18,245,18,1,5,1,10,2,16,0,0,0,1,1,0,2,0,0,1,0,1,1,0,5,1,0,2,0,2,0,0,3,1,0,412,30,415
임회면,소계,3024,1923,228,76,1098,121,11,49,3,47,1,69,1,1,2,6,0,0,20,0,1,1,2,0,1,2,9,1,1,0,0,2,3,1,3,1,5,1766,157,1101
,관내사전투표,859,859,105,36,497,51,5,15,2,18,1,45,0,1,0,1,0,0,5,0,0,1,1,0,0,1,5,1,1,0,0,1,0,0,0,1,1,795,64,0
,임회면제1투,926,438,48,14,248,26,3,17,0,13,0,10,0,0,0,3,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,1,2,1,2,0,1,397,41,488
,임회면제2투,591,342,42,11,201,26,2,10,0,8,0,5,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,312,30,249
,임회면제3투,648,284,33,15,152,18,1,7,1,8,0,9,0,0,0,2,0,0,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,262,22,364
지산면,소계,2812,1782,217,53,978,119,15,40,1,35,3,47,6,1,0,8,1,2,29,0,2,1,3,0,3,0,7,3,3,0,2,1,8,1,5,1,6,1601,181,1030
,관내사전투표,742,742,106,22,423,46,8,16,0,18,1,18,1,0,0,0,0,1,12,0,0,0,2,0,0,0,5,2,2,0,1,0,3,0,2,1,4,694,48,0
,지산면제1투,854,385,38,10,211,31,1,11,0,3,0,10,5,0,0,2,1,1,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,339,46,469
,지산면제2투,699,380,42,13,209,25,4,6,1,9,0,7,0,0,0,3,0,0,4,0,2,0,0,0,1,0,1,1,0,0,0,0,2,0,2,0,2,334,46,319
,지산면제3투,517,275,31,8,135,17,2,7,0,5,2,12,0,1,0,3,0,0,2,0,0,1,0,0,2,0,1,0,0,0,1,1,3,0,0,0,0,234,41,242
조도면,소계,2309,1445,158,52,753,89,19,22,1,27,2,52,1,20,3,11,3,4,20,1,3,1,2,0,3,1,3,1,2,0,0,2,5,2,9,1,10,1283,162,864
,관내사전투표,548,548,60,21,287,39,5,12,1,11,0,20,0,8,1,6,1,0,8,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,0,0,488,60,0
,조도면제1투,901,376,32,15,209,17,3,5,0,6,0,8,0,11,1,0,1,0,6,0,2,0,1,0,0,1,1,1,1,0,0,0,1,1,2,0,2,327,49,525
,조도면제2투,111,63,5,5,29,1,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,49,14,48
,조도면제3투,87,66,15,1,32,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,59,7,21
,조도면제4투,193,131,7,2,64,13,6,1,0,4,0,7,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,5,118,13,62
,조도면제5투,105,55,9,1,20,2,0,2,0,1,1,9,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,4,50
,조도면제6투,135,68,10,3,28,4,2,0,0,4,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,8,67
,조도면제7투,229,138,20,4,84,11,3,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,131,7,91
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
합계,,166435,109725,3224,6718,63850,10659,254,3359,486,5078,160,8317,164,50,61,557,50,65,940,39,53,154,142,17,74,95,394,150,521,24,76,146,70,20,101,55,87,106210,3515,56710
거소·선상투표,,398,376,19,30,154,45,2,6,2,26,1,27,2,2,0,9,1,1,3,0,0,3,1,1,0,0,1,3,1,0,2,0,0,0,1,0,1,344,32,22
관외사전투표,,12553,12546,503,773,6578,1276,17,367,31,639,9,1111,63,11,10,113,4,7,54,2,12,24,44,3,22,18,49,43,116,4,20,12,16,2,11,5,11,11980,566,7
재외투표,,290,86,2,13,37,4,0,0,0,11,1,11,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,84,2,204
재외투표(공관),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광양읍,소계,37738,24190,703,1007,15166,2184,63,733,116,936,41,1752,22,13,10,99,14,12,204,10,17,34,19,4,12,15,75,22,79,4,12,36,12,3,22,12,12,23475,715,13548
,관내사전투표,10088,10086,263,313,6576,884,21,303,30,338,15,861,8,1,3,35,4,3,48,5,6,20,8,1,4,3,23,7,35,2,6,10,6,1,5,6,2,9856,230,2
,광양읍제1투,1971,1002,39,49,637,73,6,18,12,38,3,42,1,2,0,3,1,0,18,0,2,2,3,0,1,1,5,2,4,0,0,2,0,0,2,1,0,967,35,969
,광양읍제2투,2318,960,21,57,581,84,7,37,6,49,0,49,0,3,0,2,1,2,13,0,0,1,1,1,0,1,4,2,1,0,0,3,0,0,1,0,0,927,33,1358
,광양읍제3투,680,384,12,20,254,21,2,7,1,18,2,18,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,365,19,296
,광양읍제4투,2668,1364,42,67,858,93,6,29,9,44,4,98,2,0,1,7,2,1,17,0,1,2,0,0,0,1,6,0,7,0,0,1,2,1,1,0,2,1304,60,1304
,광양읍제5투,487,273,16,15,188,15,0,5,2,7,0,4,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,265,8,214
,광양읍제6투,487,293,11,8,201,23,1,3,3,7,0,12,0,0,2,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,1,284,9,194
,광양읍제7투,802,481,19,13,303,28,2,19,6,9,1,35,0,0,0,1,0,0,4,0,1,0,0,0,1,1,2,0,1,0,0,1,0,1,0,1,1,450,31,321
,광양읍제8투,2540,973,40,75,581,87,1,33,8,38,0,50,0,0,0,7,0,0,8,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,1,0,937,36,1567
,광양읍제9투,3812,1817,44,79,1114,211,3,60,4,75,1,114,2,1,0,9,1,1,17,0,2,1,2,0,1,1,7,0,4,0,0,1,0,0,2,1,2,1760,57,1995
,광양읍제10투,1670,812,24,34,499,62,3,34,8,25,1,42,0,1,1,6,0,1,10,0,0,1,1,1,1,1,4,3,3,0,1,1,0,0,0,1,1,770,42,858
,광양읍제11투,2587,1316,37,73,796,114,4,32,12,59,1,83,3,1,0,7,2,1,19,1,2,2,1,1,1,1,5,2,3,0,0,4,1,0,2,0,2,1272,44,1271
,광양읍제12투,3241,1774,65,83,1017,175,6,86,9,82,5,128,4,0,1,8,1,1,21,1,2,2,0,0,1,2,7,1,6,0,2,2,1,0,3,0,0,1722,52,1467
,광양읍제13투,2858,1705,42,67,1002,220,1,46,3,101,5,144,0,0,1,6,1,1,8,1,0,2,0,0,1,1,6,2,6,1,1,3,0,0,1,0,0,1673,32,1153
,광양읍제14투,1529,950,28,54,559,94,0,21,3,46,3,72,0,0,0,5,0,1,15,1,1,0,2,0,1,0,3,1,5,0,0,5,1,0,1,0,1,923,27,579
봉강면,소계,1869,1304,48,69,758,102,4,33,17,56,6,93,1,2,0,2,0,0,15,0,0,4,7,2,1,0,7,2,3,0,1,0,1,0,2,1,1,1238,66,565
,관내사전투표,617,617,24,33,351,61,2,17,10,24,1,44,1,1,0,1,0,0,4,0,0,1,4,0,1,0,4,1,1,0,0,0,0,0,0,0,0,586,31,0
,봉강면제1투,466,257,8,12,150,13,1,9,1,10,3,25,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,242,15,209
,봉강면제2투,786,430,16,24,257,28,1,7,6,22,2,24,0,1,0,0,0,0,6,0,0,3,3,2,0,0,2,0,2,0,1,0,0,0,2,0,1,410,20,356
옥룡면,소계,2800,2007,56,93,1202,180,9,47,43,67,7,109,3,1,2,7,1,1,26,0,0,2,4,0,1,2,8,5,5,2,2,3,0,0,5,6,8,1907,100,793
,관내사전투표,1073,1073,28,44,667,106,3,30,17,29,2,71,2,0,0,2,1,1,9,0,0,1,2,0,0,1,3,2,4,1,1,1,0,0,1,5,6,1040,33,0
,옥룡면제1투,951,499,13,26,289,41,4,11,12,21,1,25,1,1,1,3,0,0,5,0,0,1,2,0,0,0,1,2,1,1,1,1,0,0,1,1,1,467,32,452
,옥룡면제2투,776,435,15,23,246,33,2,6,14,17,4,13,0,0,1,2,0,0,12,0,0,0,0,0,1,1,4,1,0,0,0,1,0,0,3,0,1,400,35,341
옥곡면,소계,2651,1835,67,85,1115,155,11,33,30,47,4,98,2,0,2,10,3,1,29,1,2,3,2,0,1,0,7,1,2,1,1,4,2,2,1,4,2,1728,107,816
,관내사전투표,1068,1068,36,42,676,86,5,18,17,26,2,65,1,0,0,8,1,1,12,1,1,1,2,0,1,0,3,1,1,1,1,3,0,1,0,4,1,1018,50,0
,옥곡면투표소,1583,767,31,43,439,69,6,15,13,21,2,33,1,0,2,2,2,0,17,0,1,2,0,0,0,0,4,0,1,0,0,1,2,1,1,0,1,710,57,816
진상면,소계,2637,1807,60,107,1093,110,7,49,23,43,6,97,2,3,4,7,1,1,20,2,0,3,1,2,1,0,7,2,5,1,1,3,1,2,3,0,6,1673,134,830
,관내사전투표,986,985,23,57,596,59,5,23,7,29,2,69,1,2,2,5,0,1,14,1,0,1,1,1,0,0,4,1,2,1,0,2,1,1,2,0,3,916,69,1
,진상면제1투,1039,489,16,23,298,28,2,15,10,11,2,19,1,1,0,0,1,0,4,0,0,2,0,0,0,0,2,0,3,0,0,1,0,1,0,0,2,442,47,550
,진상면제2투,612,333,21,27,199,23,0,11,6,3,2,9,0,0,2,2,0,0,2,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,315,18,279
진월면,소계,2568,1734,55,95,1023,118,12,54,39,45,4,96,3,2,5,4,2,1,16,3,1,5,0,1,3,1,8,2,2,1,1,1,1,3,3,9,6,1625,109,834
,관내사전투표,760,760,21,37,458,55,1,19,19,24,1,55,0,1,2,2,0,0,3,2,1,0,0,1,1,0,7,1,0,0,0,0,0,0,2,1,4,718,42,0
,진월면제1투,907,426,13,28,261,26,3,9,9,8,1,19,1,1,2,1,1,0,5,1,0,2,0,0,1,1,0,0,2,0,1,0,0,1,1,2,0,400,26,481
,진월면제2투,440,264,10,3,159,16,5,10,6,4,2,6,0,0,1,0,0,0,5,0,0,2,0,0,1,0,1,0,0,1,0,1,1,1,0,4,2,241,23,176
,진월면제3투,461,284,11,27,145,21,3,16,5,9,0,16,2,0,0,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,266,18,177
다압면,소계,1539,1066,38,86,606,79,10,30,15,28,1,34,0,2,2,6,4,2,14,0,3,3,4,0,1,1,7,1,0,1,1,2,2,0,3,2,2,990,76,473
,관내사전투표,481,481,17,28,278,40,4,17,9,18,0,24,0,1,1,2,2,0,4,0,2,3,1,0,0,0,3,1,0,0,0,0,1,0,1,1,1,459,22,0
,다압면제1투,534,330,14,39,194,15,3,7,5,8,1,8,0,1,0,2,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,306,24,204
,다압면제2투,524,255,7,19,134,24,3,6,1,2,0,2,0,0,1,2,2,1,5,0,1,0,3,0,1,1,3,0,0,1,1,1,0,0,2,1,1,225,30,269
골약동,소계,1825,1313,30,70,843,96,7,30,10,45,1,86,1,0,2,5,0,1,11,0,1,0,0,0,1,0,4,2,1,0,0,4,0,0,0,1,3,1255,58,512
,관내사전투표,744,744,12,32,477,62,2,21,3,25,1,67,0,0,0,0,0,1,7,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,2,717,27,0
,골약동제1투,579,346,13,18,237,15,5,3,2,14,0,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,324,22,233
,골약동제2투,502,223,5,20,129,19,0,6,5,6,0,11,1,0,0,3,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,214,9,279
중마동,소계,42792,26550,696,1880,15191,2750,47,908,73,1268,45,2060,31,5,13,147,8,16,228,11,7,40,20,2,15,21,103,34,155,5,19,33,18,1,25,10,15,25900,650,16242
,관내사전투표,10909,10909,254,682,6566,1064,15,331,18,460,15,1001,10,2,5,57,1,7,44,7,3,10,10,2,5,5,30,18,63,1,5,9,5,0,7,5,5,10722,187,0
